song,link,lyrics,word_count,unique_word,sia_positive,sia_negative,sia_neutral,sia_compound,artist
The Motion (Ft.Sampha),https://genius.com/Drake-the-motion-lyrics, drake  sampha its not me and you its not me its you youre reckless and you know it they dont love you like i do say youre moving on well i guess thats just the motion i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion   drake i dont have a fuck to give ive been moving state to state in my leather and my timbs like its 1998 and my dog chubby chub thats my nigga from the way on the eastside of the city thats where everybody stay seem like everybody calling cause they want me on their song its like every time i touch it i could never do no wrong when they need a favor from you man they dont leave you alone but i guess thats just the motion yeah   1 drake drake  sampha sampha then that phone doesnt ring when they got everything thats the motion ohoh i guess thats just the motion ooh ooh ooh ooh ooh ooh ohoh i guess thats just the motion ooh ooh ooh ooh ooh ooh   drake yeah looking back on it at least my pride is intact cause we said no strings attached and i still got tied up in that everything that i write is either for her or about her so im with her even when im here without her and she know it the girl that i wanna save is like a danger to my health try being with somebody that wanna be somebody else i always thought she was perfect when she was being herself dont even know how to help but i guess thats just the motion yeah   2 drake drake  sampha shell probably come around soon as i settle down thats the motion ohoh i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion  outro drake sampha nothing less and nothing more i hear your heart hit the floor i guess thats just the motion talking to you is not enough no i guess thats just the motion ohoh i guess thats just the motion i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion yeah,399,28,0.115,0.044000000000000004,0.841,0.9768,drake
How Bout Now,https://genius.com/Drake-how-bout-now-lyrics, thats the shit im talking bout though like you changed up you dont even fuckin link nobody no more you just dash me away like a cyattie yo you cheesed me dog   always felt like my vision been bigger than the bigger picture crazy how you gotta wait until its dark out to see who really with you crazy how even when it miss you shitll come back around and get you crazy like all my niggas crazy like all my niggas remember i deleted all my other girls numbers out the phone for you remember when you had to take the bar exam i drove in the snow for you yeah you probably dont remember half the shit a nigga did for you yeah   yeah you aint really fuck with me way back then but how bout now now cause im up right now im up right now and you stuck right now stuck right now oh you thought you had it all figured out back then but how bout now now cause im up right now im up right now and you stuck right now yeah stuck right now you thought the little effort that you put in was enough girl how bout now yeah girl how bout now how bout now girl what about now girl how bout now  interlude my heart belongs to you   yeah always been daddys little angel i bought your dad a bunch of shit for christmas he aint even say thank you i had no money left from actin i was focused on the music i used to always try and burn you cds of my new shit you be like whos this i be like me girl you be like oh word true shit then ask if we could listen to ludacris them car rides made me feel like i was losin it yeah made me feel i aint have it like that or i was average like that started drinkin way more than i used to people form habits like that girl yeah man enough to tell you i was hurt that year im not even christian i still went to church that year guess i just had to pretend that year i aint even see my friends that year places that i shouldve been   yeah you aint really fuck with me way back then but how bout now now cause im up right now im up right now and you stuck right now stuck right now oh you thought you had it all figured out back then girl how bout now now cause im up right now im up right now and you stuck right now yeah stuck right now you thought the little effort that you put in was enough girl how bout now yeah girl how bout now how bout now girl what about now girl how bout now  outro my heart belongs to you whatever you need theres nothin i wont do whatever you need theres nothin i wont do whatever you need theres nothin i wont do whatever you need theres nothin i wont do,520,26,0.133,0.11,0.758,0.9263,drake
Trust Issues,https://genius.com/Drake-trust-issues-lyrics, uh aw yeah aw yeah call up on drank and lets lets call up and uh  interlude all i care about is money and the city that im from ima sip until i feel it ima smoke it til its done i dont really give a fuck and my excuse is that im young and im only getting older somebody shouldve told you im on one ayy fuck it im on one yeah i said im on one fuck it im on one a strong one two white cups and i got that drink it could be purple it could be pink depending on how you mix that shit money to be got and ima get that shit cause im on one fuck it im on one aw yeah aw yeah you know what im oh yes oh yeah oh yes oh yeah uh oh yes oh yeah yeah uh   you know what im sipping ill teach you how to mix it but youre the only one cause i dont trust these bitches i dont i dont trust these bitches they might catch me slipping so youre the only one cause i dont trust these bitches they might they might catch me slipping and put in something different so youre the only one cause i dont trust these bitches i dont i dont trust these bitches they might catch me slipping so youre the only one   ohwoah trust issues ohwoah trust issues ohwoah trust issues ohwoah woah woah woah  interlude yeah aw yeah aw yeah lets call up on drank and lets all get wasted on drank and lets all get faded yeah uh   drizzy drake check me out coming live from the motherfuckin north side kick game run game run it real good but never ever have my bitches sitting courtside same nigga that you knew way back when you acting like its somebody you dont know tell me how the fuck we posed to stay friends when you got a bunch of feelings that you dont show i could tell i could tell i could tell certain people dont like me no more new shit dont excite me no more guess that they dont really make em like me no more uh you can look me in my eyes and see i aint myself cause if yall what i created then i hate myself but still let them girls in and tell em all leave them cell phones on the table where we see them im all day with it man am to the pm niggas hating i just wish that they would say it when they see him oh   thats that shit that drives me crazy and its all that ive been getting lately and its probably why im scared to put the time in women want to fuck like theyre me and im them looking for some things and i think that i can find em in you in you   ohwoah trust issues ohwoah trust issues ohwoah trust issues ohwoah woah woah woah  outro yeah aw yeah aw yeah lets call up on drank and lets all get wasted on drank and lets all get faded yeah aw yeah aw yeah call up on drank and lets lets call up on uh,546,26,0.198,0.132,0.67,0.9795,drake
Days in the East,https://genius.com/Drake-days-in-the-east-lyrics, yeah why you keep askin me about why shes not here right now shes not here right now why am i the one you wanna get into it with for the drama ive got a lot to say and thats the last thing a nigga wanna hear right now   spendin all my days on the east side oh forgettin who i was on the other side oh young nigga switchin up the program right now tryna put the power in my own hands right now im about to ride through the old hood right now got too much pride for my own good right now waitin on you to give in and hit me up so i could fall through like old times and hit it up  post im terrible at invitin myself call me over those nights when you need someone else call me over you can be the one to take control call me over when i get there you already know call me   why you keep askin me about why couple other things id rather do than talk about that right now told you bout givin him chances on chances on chances hes not holdin you down hes holdin you back right now   spendin all my days on the east side oh oh ohohoh forgettin who i was on the other side oh young nigga switchin up the program right now tryna put the power in my own hands right now love it when your ass speak the truth to me oh tryna wake up and have you with me oh waitin on you to give in and hit me up so i could fall through like old times and hit it up  post im terrible at invitin myself call me over those nights when you need someone else call me over you can be the one to take control call me over when i get there you already know call me  interlude drake  rihanna yeah ayy yeah i i threw my hands in the air and said show me somethin yeah ayy  verse 3 remember one night i went to erykah badu house she made tea for me we talked about love and what life could really be for me she said when that shit is real you just know and i was thinkin bout you you already know yeah the other night chubbs showed up at my house he had weed for me that my nigga til we gone keep his ear to the streets for me said the city stress him out on the low i said i feel you nigga i already know yeah already girls talkin bout you gotta leave already damn my lil nephew turned four already gave you little help you need more already damn you need more already fore you said youre mine i was yours already 22 had the bentley fourdoor already even as a boy i was the boy already so you know that that mean pussy galore already mention other girls you get insecure already that was in the past i matured already fuck them hoes you got the award already you go to chanel and get rewards already know i do this shit for third ward already know i do this shit for htown already already already yeah back up in this thing its a go had a couple niggas out of pocket now they know aint the first time cause i lost you before had to get it back had to get it back had to pull it back because i know im on the road had to take you back because i know youre down to roll if you can get it from me you can have it now you know all your friends askin where you stand with the boy facetime say you got plans for the boy studyin your body thats exams for the boy take a flight here pop a xan for your boy waking up in amsterdam with the boy long flight home nother xan for your boy you would prolly fly out to japan for the boy you would prolly kill another man for the boy you would prolly you would prolly lie bout it on the stand for your boy put the bible to your right hand for the boy thats why you aint never gotta worry bout the boy you know you got you know you got that really good insurance on the boy you just gotta pack a bag and hurry to the boy yeah why fring,762,27,0.078,0.062,0.86,0.816,drake
Draft Day,https://genius.com/Drake-draft-day-lyrics,produced by the fam coproduced by boi1da   watch out watch out look out look out watch out watch out yeah look out look out yeah   draft day johnny manziel five years later how am i the man still draft day a wiggins fuck that other side bitch we stay winnin aww man you know i had to do it for you you know i had to do it for ya yeah suits and ties yellin out pay the guys man i had to do it for ya you know i had to do it for ya you know i had to do it for ya aww man aww man aww man man you know i had to  verse sometimes i laugh with god about how you cant stop me im his darkest angel probably but he still got me im gettin mine but still i better lives and shit i set aside to make sure that my people getting by brunch with some qatar royals and my cup is all oil you know its real when your niggasll take the fall for you all loyal so you keep eggin me on and we gonna have to crack a shell just to prove to you you aint hardboiled mm last night i tried some raw oysters man that boy growin up quick that boy know he the shit that boy singin on every song when he know he can spit that boy manifested it that boy knew it was written that boy did it on purpose that boy know that they shittin on you and they cant get past you you shouldve followed all my moves you wont realize til after and if i left this shit to chance i wouldve picked a name like chance the rapper yeah no offense cause i dont know that nigga im focused on making records and gettin bigger just hits no misses thats for the married folk tell em fix my suite up cause im comin home i heard they talking crazy i was out of town you know they love to pop all that shit when im not around but when im here not a sound thatll make me snap jot it down go in the booth and lay a body down know some somalis that say we got it wallahi get us donuts and coffee well wait for him in the lobby and i gotta tell him chill sprite got me on payroll let that man live they say okay if you say so see whatever i say goes i play like im on roids no canseco no oakland as though shout out the bay though i think im on my eighth flow just watch me paint flow we all do it for the art so i could never hate though signin off on more deals than a lawyer with a heavy case load how the game turn into the drake show dog what the fuck happen to soandso where did they go too worried bout bitches and fashion they go missin in action and then you never notice they missin on some hunger games shit i would die for my district jennifer lawrence you can really get it yeah i mean for real girl you know i had to do it for ya you know i had to do it for ya you know i had to oh wait sidebar left some beat at the end so that all of you fuck niggas could loop it and get your lies off szn   draft day johnny manziel five years later how am i the man still draft day a wiggins fuck that other side bitch we stay winnin aww man you know i had to do it for you you know i had to do it for ya yeah suits and ties yellin out pay the guys man i had to do it for ya you know i had to do it for ya you know i had to do it for ya aww man aww man aww man man you know i had to  outro,684,28,0.083,0.125,0.7909999999999999,-0.9903,drake
4PM in Calabasas,https://genius.com/Drake-4pm-in-calabasas-lyrics,verse yeah all you selfpromoters are janky we established like the yankees this whole fuckin game thankless we movin militant but somehow you the one tankin no limit to where i can take it and you know me as a cris bottle sender check pickerupper i thought we looked out for one another saw us all as brothers in the struggle too blessed to be humble i guess its different in the city i come from all the sudden i got people showing how much they truly resent me they whole demeanor just spells envy they tryna tempt me the higher i get the less they accept me even had the ogs tryna press me hahaha ha no way out cause im already in it im not attending when i do a show and get a ticket good business can clean millions i got the vision i been had it since no scrubs and no pigeons even back when i wasnt as poppin when they told me take an rb nigga on the road and i told em no and drew for kendrick and rocky i tried to make the right choices with the world watching mike never tried to rap like pac pac never tried to sing like mike those my dads words to me when i asked him how to make it in life and i always said my mother gave the greatest advice yeah look at me now they look at me like the golden child cant nobody hold me down especially not right now certain shit is just too wild to reconcile take that take that no love in they heart so they fake that dicaprio level the way they play that damn nigga what is that yall dont hear no songs they hit my phone like you did that they even hit my line like where you been at its always on some shit like when can i get a favor or where my bitch at like im about to tell you where she been at costa careyes i got her kidnapped she aint sorry and i aint sorry its too late for sorry green white and red on my body cause im dipped in ferrari all she wanna do is get high and listen to party she complain i tell the driver to drop her at barneys my summer diet is just rosé and calamari look now you got me started im the black sheep rest in peace to chris farley i got a lot to lose cause in every situation im the bigger artist always gotta play it smarter yall shook up im here on the cookup cameras pointing every time i look up thats why i gotta duck behind chubbs shoulder just to hit the kush up sponsorship dollars is sky high he be like drake will you please stop smoking lala chubbs why try im a thug ima die high got the rose pink tinted lenses its a wednesday architects takin dimensions they redoin the entrance yeah redoin the entrance kinda like when you niggas drop on some again and again shit and you still never quite get it meantime drizzy over there tryna make you make you dance to this yeah i make you dance to this i roll big body wide body calabasas road winder sun shinin waxed tires see kris jenner i beep twice and i wave the rest of you boys i blow keeks right in your face pistol by my bed im sleep but im awake for that one night when niggas try reach inside my safe dont push me cause im way too uneasy nowadays these guys move so greezy nowadays i tell you my life and yall dont believe me when i say it save my stories for down the line im too ahead of the curve every time just total the hits and see what you find you swv cause you weak and im always always on your mind  outro yeah and we cant stop make you dance to this uh ima make you one dance to this ahahaha ha bod breed bod bwoi uhhuh yeah thats right yeah,696,28,0.162,0.11699999999999999,0.722,0.9881,drake
5 AM in Toronto,https://genius.com/Drake-5-am-in-toronto-lyrics, yeah this on some old tommy campos dice raw shit you know for my niggas though  verse uh you underestimated greatly most number ones ever how long did it really take me the part i love most is they need me more than they hate me so they never take shots i got everybody on safety i could load every gun with bullets that fire backwards probably wouldnt lose a single rapper niggas make threats cant hear em over the laughter yeah thats cause im headed to the bank nigga sinatra lifestyle im just bein frank with ya i mean where you think she at when she aint with ya wildin doin shit thats way out of your budget owl sweaters inside her luggage you gotta love it damn this shit could go on a tape bitches lovin my drive i never give it a break give these niggas the look the verse and even the hook thats why every song sound like drake featurin drake str8 y pree why is it always me got us watchin our words like its wiretaps on the team cause i show love never get the same outta niggas guess its funny how money can make change outta niggas for real some nobody started feelin himself a couple somebodies started killin themself a couple albums dropped those are still on the shelf i bet them shits would have popped if i was willin to help i got a gold trophy from the committee for validation bad press during the summer over allegations i aint lyin my nigga my time is money thats why i aint got time for a nigga whose time is coming a lot of niggas pr stuntin like thats the movement and im the only nigga still known for the music i swear fuck them niggas this year i made forbes list nigga fuck your list everythings lookin gorgeous without me rap is just a bunch of orphans but if i stay then this shit is a bunch of corpses and me and my dread nigga from new orleans stashin money like hoarders off multiplatinum recordings eatin like im seated at swish sotto and josos nothing was the same this shit for ezee and coco this shit for karim this shit for jaevon this shit for julius milly mill boy we do this shit for real all them boys in my will all them boys is my wills anything happen to pop then i got you like uncle phil weezy been on that edge you niggas just need to chill if anything happen to papi might pop a nigga for real comin live from the screwface livin out a suitcase but im feelin good johnny got me pushin two plates my weight up i refused to wait up i started a new race its funny when you think a nigga blew up after lupe niggas treat me like ive been here for 10 some niggas been here for a couple never been here again im on my king james shit im tryna win here again a young nigga tryna win here again man whats up  outro ayy yeah a young nigga tryin to win here again if i like her i just fly her to the city im in i got her drinkin with your boy i got her fucked up shorty aww yeah,563,28,0.121,0.155,0.7240000000000001,-0.9683,drake
I Get Lonely,https://genius.com/Drake-i-get-lonely-lyrics, waited on you for so long too many days since january im still sitting here alone we shouldve did this already said i got a email today kind of thought that you forgot about me but i wanna hit you back to say just like you i get lonely   baby i could really get to know you take my time and show you dont tell anybody what we do when i get lonely take me to another place where ill be face to face just you and me with no rules just like you i get lonely too ooh ooh oh oh oh oh oh oh just like you i get lonely too ooh ooh oh oh oh oh oh oh just like you i get lonely   ready for us to get it on aint got a love to call steady hope it aint like that for long ill be your friend if you let me dont wanna come on strong cause too many people wanna get me but you know i do what i gotta do just like you i get lonely   baby i could really get to know you take my time and show you dont tell anybody what we do when i get lonely take me to another place where ill be face to face just you and me with no rules just like you i get lonely too ooh ooh oh oh oh oh oh oh just like you i get lonely too ooh ooh oh oh oh oh oh oh just like you i get lonely ha ha ha ha ha ha ha ha ha ha ha ha i get lonely too ha ha ha ha ha ha ha ha ha ha ha ha baby i could really get to know you take my time and show you dont tell anybody what we do when i get lonely take me to another place where ill be face to face just you and me with no rules just like you i get lonely too ooh ooh oh oh oh oh oh oh just like you i get lonely too ooh ooh oh oh oh oh oh oh just like you i get lonely  outro i get lonely i get lonely just like you,377,24,0.264,0.16899999999999998,0.5670000000000001,0.9932,drake
My Side,https://genius.com/Drake-my-side-lyrics, yeah thats about it this shit sound like what being rich feel like fo real this life shit is everywhere you cant control it too much going on too much too much too much too much too much too much you you you make me wanna take you down through there make me wanna take you down through there ill take it there   1 why you never come to where i stay always hiding out in your new york condo why you never come to where i stay if anybody knows girl you know i know why are we wasting our relationship on a relationship why are we rushing and forcing itthis isnt making sense why are we focused on things that dont even mean nothing girl why can we not find the time and sit down and discuss it girl let me at least tell you my side of things man aw man aw man aw man  verse me and you are playing house start thinking that im losing touch got a tight grip on you now maybe i should loosen up when i leave you and i go home i start forgetting what it is start to think i got to get it how i live we too busy for a wedding or a kid if im working then i know you working keep in touch with other women cause you make me nervous i empower girls that dont deserve it i dont mean to do that shit on purpose its just that when i go home i start forgetting what it is the dream is over i get lost up in the 6   2 and you dont ever come to where i stay at you just rather stay up in your new york condo you dont ever come to where i stay at if anybody knows girl you know i know why are we wasting our relationship on a relationship you know how sticky these situations get you go up higher than me some days you know what i think we could be some day let me at least show you my side of things man aw man aw man aw man,365,27,0.047,0.085,0.868,-0.9343,drake
Jodeci Freestyle (Ft.DennisGraham & J.Cole),https://genius.com/Drake-jodeci-freestyle-lyrics, drake 26 on my third gq cover your new shit sound like you do covers of all of my old shit oh shit im devoted to making sure that shit goes unnoticed swear you niggas is hopeless i should run a clinic for niggas that think that they winning on some coach shit 50 ms for a threemonth road trip i see straight through them like fish tanks with no fish in them drizzy still got some 06 in him irs all in my books getting they matlock on all this capital its like i left the caps lock on its like every time i plot a return i seem to shift the game see i can still talk keys without pitchin cane pay yourself and owe yourself before you come to my city just know yourself know where you at im good in every town ima be there doing shows where you at the lights hit women screaming like jodecis back nigga  interlude dennis graham but thats thats where all this thats where the feeling is thats where all that shit comes from man i mean like the music that you and i used to listen to ahh was just absolutely phenomenal because we went through it all we went through errythang i remember you loved jodeci i mean like studied you even made me a cd   drake your money is just a little barneys coop for you to be tryna show out im in your girls ear planting seeds like a growop we move the operation to cali soon as the snow drop oh stop please stop arguin bout whos the best mc i think everyone would agree they know that youre not i know im a sure shot middle finger poking you in your sore spot bars sound like im under oath nigga i comedy central roast niggas and turn em to ghost niggas either im gettin bigger or youre just gettin smaller or its both nigga im just as unforgivin as most niggas you bit the hand now starve its not a joke nigga ill hang you with it after i teach you the ropes nigga oh well bitches paint ovo on their toenails and show up at the show the afterparty and the hotel that five star in your city they know where we at i hit the lobby womens screaming like jodecis back nigga   j cole jodecis back you bitches screamin like jodecis back i call the front desk for condoms shes sayin they aint got none the way that im respondin she know that we black nigga fuck you mean you aint got no condoms jodecis back fuckin hoes like jodecis back i paint pictures and flip words nigga woulda thought def poetry back cole  verse 3 j cole roof top hoes turnt up lookin for your bitch bet she wont turn up wonder where she is fuck could she be shes a ho shes a slut shes a freak heard a couple niggas hatin but them fuck niggas weak count a hundred thousand dollars like it sucks to be me aint that what you wanted stuntin on you niggas came in this game never frontin on you niggas gave you heart and soul stories of my pain felt naked cause i laid out all my glory and my shame caught fire just to have niggas ignore me and my flame bout to burn down the house they tryna put me in the rain no fuck your list you lame niggas and doubters im undoubtedly the hottest and thats just me bein modest go check the numbers dummy thats just me gettin started im artistic you     hold your applause who gives a poker face when you jokers showed me your cards david and goliath takin on the giants no need for pause when i tell you my balls bigger than yours cole no false gods young mike playin against the monstars tappin into 94 nas or that 96 jay or that chronic shit dre which is really just slim shady im silly my pen crazy today im out in philly my fans waitin for 12 hours just to get their dollar signed thoughts stream like im spotifyin trenchcoat flow bottom line to these too cool for school niggas im columbine flow dumber than your projections this makes twice now i doubled what you expected yet your covers keep perplexin me maybe its too complex for me but is this bout skills or is this bout sales cause either fuckin way man all them niggas is less than me you legends know that we rap bitches screamin like jodecis back,776,35,0.11,0.196,0.6940000000000001,-0.998,drake
Club Paradise,https://genius.com/Drake-club-paradise-lyrics, ha yeah   they say that all your old girls got somebody new i said damn really even rosemary even leann sealy they said fucking right they were the first to go its nothing personal its just that all them women that you slept on been working though theyve been saving up new niggas came around they been waking up with i swear you dont know this city anymore they might have loved you before but youre out here doing your thing they dont know you ah sure they do they just not as sincere its crazy all the emotions forgot in a year she like why you even give a fuck you not even here well out there there aint nothing for me and i think i need to come home   tell me who did i leave behind you think it got to me i can just read your mind you think im so caught up in where i am right now uh but believe i remember it all   i be with my nigga chubbs he in love with street shit no wonder why i feel awkward at this fashion week shit no wonder why i keep fucking up the doublecheek kiss and long for that ignorant young money miami beach shit couple artists got words for me thats never fun they say its on when they see me that day dont ever come im never scared they never real i never run when all is said and done more is always said than done and i was told once things will change by a nigga named tip when my deal came told me its all good even when it feel strange now im that guy that know them strippers by their real names rochelle jordan thick bitches they just talked me out of four grand howd a pile of kush become a mountain of truth howd a bottle of wine become the fountain of youth damn my biggest fear is losing it all remember how i used to feel at the start of it and now im living a muhfucking fairy tale and still trying to keep you feeling a part of it yeah just lie to my ears tell me it feel the same thats all ive been dying to hear lights get low and thats when i have my brightest ideas and i heard my city feel better than ever thats why i gotta come home   tell me who did i leave behind you think it got to me i can just read your mind you think im so caught up in where i am right now uh but believe i remember it all  verse 3 my mother is back to who she was years ago its like a new page me and her are beginning on i wish shed stop checking up on women i cant stand cause i got new girls i could use her opinion on she thinks ive become a slave to the wealth but id never break the promises i made to myself and i would never make up names for myself then change the names that i just gave to myself certain rappers would call me to say what up though i used to brag about it to my friends and now im feeling like all of these niggas cutthroat and maybe thats all they do is just pretend damn but i bought it though i believed it yeah i thought it and i achieved it yeah so show me love show me fuckin love cause i thought it was all i needed yeah clearly i was wrong about it all along and thisll be the year that i wont even feel shit they trip off the amount of people that i brought along but im just trying to be surrounded by some real shit need credentials for every one of these toronto kids i promised theyd see it with me we just trying to live i told em we about to get it and we finally did listen closely to my shit i swear its sounding like home   tell me who did i leave behind you think it got to me i can just read your mind you think im so caught up in where i am right now uh but believe i remember it all  outro bob marley well you see the way i feel about the music it can be copied you know but its not copy do it its the feel you know it carry a feel well you ask plenty musicians  them know it but them cant do it some people still searching for this truth here,781,26,0.121,0.126,0.753,0.0976,drake
Free Spirit (Ft.RickRoss),https://genius.com/Drake-free-spirit-lyrics, rick ross tat my name on you girl so i know its real tat my fuckin name on you so i know its real   drake tell a bad bitch girl lets go hang you know me rolex gold chain fuck with my young niggas xo gang get so drunk you forget your name incense burning smoking out to my own shit got black wood in my white range im taking off when that light change im drizzy drake to my old bitches voodoo child to my new hoes i miss this and i want it back so im all in with these new flows new flows got new flows rap is stress but it pays great pimp flows and screw flows my shit is sounding like grey tapes now let me gon hit that cup one time fore a nigga hit that road these days keep going by too fast so give me anything to make shit go slow yeah money in my safe but im living dangerous they told me shit would change but i dont really see no change in us oh no   drake tat my name on you so i know its real tat my fuckin name on you so i know its real i know it hurts but i aint tryna hear it cause when im not around i still be there in spirit youll still be mine yeah youll still be mine tat my fuckin name on you when i go youll still be mine yeah youll still be mine yeah ill still be yours tat my fuckin name on you let em know you love the boy whats up   rick ross i fondle the money fornicate with a fortune i play with her mind she masturbate in my porsche its simple love simple math her chest nice not a wrinkle in her ass puffing purple hash welcome to my power circle suckerfree no snitching and we know when cowards working rolls royce rolling rosegold rollies mba accountants amounts they get unholy my momma still praying for her rubberband man when them wheels land travis barker drums playing tapdance to my drum roll uh i love a bitch that know how to keep me one rolled   drake tat my name on you so i know its real tat my fuckin name on you so i know its real i know it hurts but i aint tryna hear it cause when im not around i still be there in spirit youll still be mine yeah youll still be mine tat my fuckin name on you when i go youll still be mine yeah youll still be mine yeah ill still be yours tat my fuckin name on you let em know you love the boy whats up  verse 3 drake i dont have to work in the morning so i always stay for one more fuck what they say im telling you theres no sideeffects im sure went from driving up in some old shit to drivers opening doors this is my town if you need something just ask for it its yours yeah ask for it its yours if you ask for it its done i could western union some money get your passport and then come youll meet everybody i know at first it might seem like a lot but they all playing they role put that on everything that i got and all i care about is my city man i cant say it enough i done heard things about yall that they cant say about us i just hold it down for my side i just hold it down for my set i just give everybody a piece of this and make do with whats left yeah i do this shit to the death yeah i do this shit til im gone yeah i told you its our world you foolish thinking im wrong ooh stop asking how the fucking needle feel tat my fuckin name on you let these niggas know its real whats up   drake tat my name on you so i know its real tat my fuckin name on you so i know its real i know it hurts but i aint tryna hear it cause when im not around i still be there in spirit youll still be mine yeah youll still be mine tat my fuckin name on you when i go youll still be mine yeah youll still be mine yeah ill still be yours tat my fuckin name on you let em know you love the boy whats up,764,27,0.146,0.125,0.7290000000000001,0.9415,drake
Heat of the Moment,https://genius.com/Drake-heat-of-the-moment-lyrics, all the school kids are so sick of books and learnin they dont read anymore they dont even read anymore they just wanna be like all the rappers that i cant stand niggas we dont need anymore all the niggas we dont need anymore and all the cops are still hangin out at the doughnut shops talkin bout how the weathers changin the ice is meltin as if the world is endin   she asked me who are you gonna be when its all over when its all over she asked me who are you gonna be when its all over when its all over i dont wanna think about that right now heat of the moment heat of the moment girl heat of the moment i aint even got a strap if you think we really need one im on it the last man fucked up ill take it since he doesnt want it cant think straight in the heat of the moment heat of the moment  interlude what are we even doing   ridin clean with you on my mind and im thinkin dirty things yes lord yes lord yes lord ive seen some things i wish we had met when i was in my teens yes lord yes lord yes lord cause these days i only know conditional love im not used to settlin down im too used to switchin it up oh and she says you dont how good it is to be you cause youre him and i say well goddamn   then ask myself who am i gonna be when its all over when its all over who am i gonna be when its all over when its all over i dont wanna think about that right now heat of the moment heat of the moment girl heat of the moment i aint even got a strap if you think we really need one im on it the last man fucked up ill take it since he doesnt want it cant think straight in the heat of the moment heat of the moment  outro dennis graham  drake all of this its alcohol its drugs weed its everything that you could ever imagine man our sisters our sisters and our brothers our brothers need to stop this shit they need to take a step up young girls are hot and they will fuck anybody anytime anyway because they are so hot and young guys are they are going for it this shit has to stop man this shit has to stop these people need to uh uh uh uh educate themselves women are too fucking hot xa0 yeah youre right youre right alright man well shit i just wanted they know theyre too hot they dont give a fuck its the heat of the moment its the heat of the moment and thats all it is its the heat of the moment xa0 i agree this shit thats all it is its the heat of the moment be a 100 woman or try and be a 100 man and use a fucking condom haaa,516,27,0.077,0.11900000000000001,0.804,-0.9801,drake
Girls Love Beyoncé (Ft.JamesFauntleroy),https://genius.com/Drake-girls-love-beyonce-lyrics, drake look i know girls love beyoncé girls love to fuck with your conscience girls hate when niggas go missing and shawty you aint no different these days its hard to meet women feel like my love life is finished ive been avoiding commitment thats why im in this position im scared to let somebody in on this no new friends no no no you know how this shit go you got your fair share of admirers that call your phone you try to act like its just me but i am not alone but if youre alone then   james fauntleroy james fauntleroy  drake say my name say my name when no one is around you say baby i love you if you aint running games say my name say my name you actin kinda shady baby why the sudden change say my name say my name say my name say my name say my name if no one is around you   drake yeah uh say my name say my name cause those other men are practice and this aint no time for actin and this aint no time for games and this aint no time for uncertainty and this aint no time for locking your phone and not coming home and startin some shit when im in the zone this is why ive been saying no new friends no no no you know how this shit goes this is not four years ago time escapes me now forget how it felt when this shit move slow i come through in whips that make a young boy take the long way home all my young boys round me saying get money and fuck these hoes where we learn these values i do not know what to tell you im just trying to find a reason not to go out every evening i need someone thatll help me think of someone besides myself i need someone i leave through the front door with cause we dont wanna hide no more plus youre not shy no more neither of us wanna play the side no more no im not alone even though nothing was the same let me get your ass alone let me make you say my name say my name   james fauntleroy say my name say my name when no one is around you say baby i love you if you aint running games say my name say my name you actin kinda shady baby why the sudden change say my name say my name say my name say my name say my name if no one is around you,440,26,0.205,0.09300000000000001,0.701,0.9915,drake
Paris Morton Music,https://genius.com/Drake-paris-morton-music-lyrics, wouldve came back for you i just needed time to do what i had to do caught in the life i cant let it go whether thats right i will never know ohohoh  post hope you forgive me never meant wrong tried to be patient but waited too long but i wouldve came back but i wouldve came back for you wouldve came back wouldve came back  verse i talk slicker than a pimp from augusta who just had his linen suit drycleaned bitches whats up with ya i hate calling the women bitches but the bitches love it i took some sense and made a nickel of it im urging all daughters to kiss their mothers with those lips that all that lipstick covers youre never too grown up to miss and hug her and girls counting on me to be there like missing rubbers im on some marvin gaye shit a bunch of distant lovers this aint the life that im used to reintroduced to people ive been introduced to did you forget me or are you too scared to tell me that you met me and fear that i wont remember i wish you could still accept me for me i miss memphis tennessee my cousins my dad the simplistic beauty that all of them southerners have im halfway across the world with dozens of bags feeling like all four members of color me badd in one nigga amazing shit i got that courtney love for you that crazy shit i dont drink every bottle i own i be aging shit and i got them wedding ring flows that engaging shit which one of yall got fleets on your keychains the seats for these heat games i really think that you stare at yourself and you see things la familia ive been inducted and instructed to stunt on these niggas we dont really fuck with fuck is up having lunch and debating ferrari prices 23 and going through a midlife crisis but trust me i still deliver like a midwife and no im not saying im the nicest i just live life like it uh it take a certain type of man to teach to be far from hood but to understand the streets i never threw away that paper with my grammy speech because i havent hit the pinnacles i plan to reach yeah you gotta own it if you want it kisses all on her body she tells me live in the moment and baby ill never forget none of that girl i told you i was coming back i   wouldve came back for you i just needed time to do what i had to do caught in the life i cant let it go whether thats right i will never know  post hope you forgive me never meant wrong tried to be patient but waited too long but i wouldve came back but i wouldve came back for you wouldve came back wouldve came back,501,27,0.17,0.14400000000000002,0.6859999999999999,0.8903,drake
